x; y
4.77; 4.774431783783825
4.78; 4.836344667450135
4.79; 4.897707384253749
4.8; 4.958486486486549
4.8100000000000005; 5.018648526439506
4.82; 5.0781600564040446
4.83; 5.136987628672273
4.84; 5.1950977955349344
4.85; 5.252457109283455
4.86; 5.309032122209032
4.87; 5.3647893866042295
4.88; 5.419695454759108
4.89; 5.473716878965774
4.9; 5.52682021151611
4.91; 5.578972004700404
4.92; 5.63013881081099
4.93; 5.680287182138613
4.94; 5.729383670975608
4.95; 5.777394829612263
4.96; 5.824287210340913
4.97; 5.870027365452302
4.98; 5.914581847238537
4.99; 5.95791720799059
5; 6
5.02; 6.080334115158564
5.04; 6.155616752056119
5.06; 6.225940498237094
5.08; 6.2913979412455205
5.1; 6.352081668624862
5.12; 6.408084267920174
5.14; 6.45949832667435
5.16; 6.506416432432218
5.18; 6.548931172737923
5.2; 6.587135135134929
5.22; 6.621120907167949
5.24; 6.650981076380674
5.26; 6.676808230317135
5.28; 6.698694956521706
5.3; 6.716733842537849
5.32; 6.731017475910505
5.34; 6.741638444183138
5.36; 6.74868933489978
5.38; 6.752262735605143
5.4; 6.752451233842351
5.42; 6.749347417156002
5.44; 6.743043873090471
5.46; 6.733633189188993
5.48; 6.721207952996281
5.5; 6.705860752056253
5.52; 6.687684173912942
5.54; 6.666770806110378
5.5600000000000005; 6.643213236192594
5.58; 6.617104051703734
5.6; 6.588535840187944
5.62; 6.557601189188915
5.64; 6.52439268625136
5.66; 6.489002918918857
5.68; 6.451524474735322
5.7; 6.412049941245357
5.72; 6.370671905992765
5.74; 6.3274829565214645
5.76; 6.282575680375828
5.78; 6.236042665099774
5.8; 6.187976498237333
5.82; 6.138469767332197
5.84; 6.087615059929419
5.86; 6.035504963572009
5.88; 5.982232065804681
5.9; 5.927888954171692
5.92; 5.872568216216166
5.94; 5.8163624394827025
5.96; 5.759364211515674
5.98; 5.701666119858771
6; 5.643360752056367
6.02; 5.584540695652038
6.04; 5.525298538190043
6.0600000000000005; 5.465726867215096
6.08; 5.405918270270092
6.1; 5.345965334899745
6.12; 5.28596064864854
6.140000000000001; 5.225996799059828
6.16; 5.166166373678095
6.18; 5.10656196004669
6.2; 5.047276145710782
6.22; 4.988401518213948
6.24; 4.930030665099764
6.26; 4.872256173913172
6.28; 4.8151706321974075
6.3; 4.758866627496843
6.32; 4.703436747355852
6.34; 4.648973579318124
6.36; 4.595569710928146
6.38; 4.543317729729495
6.4; 4.4923102232666565
6.42; 4.442639779083436
6.4399999999999995; 4.394398984723864
6.46; 4.347680427731973
6.48; 4.3025766956520215
6.5; 4.259180376027928
6.52; 4.21758405640395
6.54; 4.177880324324121
6.5600000000000005; 4.140161767332245
6.58; 4.104520972972921
6.6; 4.071050528789613
6.62; 4.039843022326352
6.640000000000001; 4.010991041128079
6.66; 3.984587172737804
6.68; 3.9607240047001255
6.7; 3.9394941245591895
6.72; 3.9209901198586863
6.74; 3.905304578143216
6.76; 3.892530086956583
6.78; 3.882759233842478
6.8; 3.876084606345273
6.82; 3.8725987920090006
6.84; 3.8723943783786012
6.86; 3.8755639529962878
6.88; 3.882200103407456
6.9; 3.8923954171561377
6.92; 3.9062424817856822
6.9399999999999995; 3.923833884841258
6.96; 3.9452622138657603
6.98; 3.9706200564041296
7; 4
7.01; 4.016223549941515
7.02; 4.033465485311353
7.03; 4.051715519388836
7.04; 4.070963365452144
7.05; 4.091198736780143
7.06; 4.112411346651243
7.07; 4.134590908343398
7.08; 4.1577271351352465
7.09; 4.181809740305653
7.1; 4.206828437132799
7.11; 4.232772938895778
7.12; 4.259632958871862
7.13; 4.287398210341053
7.14; 4.316058406580623
7.15; 4.345603260869211
7.16; 4.376022486486136
7.17; 4.407305796709807
7.18; 4.439442904818179
7.19; 4.472423524089663
7.2; 4.506237367802441
7.21; 4.540874149235833
7.22; 4.576323581668703
7.23; 4.612575378378324
7.24; 4.649619252644015
7.25; 4.687444917743733
7.26; 4.72604208695634
7.27; 4.765400473560476
7.28; 4.805509790834549
7.29; 4.846359752056742
7.3; 4.887940070505465
7.31; 4.93024045945981
7.32; 4.97325063219705
7.33; 5.0169603019978695
7.34; 5.061359182138403
7.35; 5.1064369858991085
7.36; 5.152183426556803
7.37; 5.198588217391261
7.38; 5.2456410716804385
7.39; 5.293331702702744
7.4; 5.341649823737043
7.41; 5.390585148061064
7.42; 5.440127388954124
7.43; 5.490266259694636
7.44; 5.5409914735605525
7.45; 5.5922927438311945
7.46; 5.644159783784289
7.47; 5.696582306698019
7.48; 5.749550025851931
7.49; 5.803052654523981
7.5; 5.857079905993032
7.51; 5.911621493536586
7.52; 5.966667130434871
7.53; 6.022206529964933
7.54; 6.0782294054056365
7.55; 6.134725470034937
7.5600000000000005; 6.191684437133063
7.57; 6.249096019976605
7.58; 6.306949931845111
7.59; 6.365235886016762
7.6; 6.423943595769742
7.61; 6.4830627743829154
7.62; 6.542583135134919
7.63; 6.60249439130439
7.64; 6.662786256169511
7.65; 6.7234484430082375
7.66; 6.784470665099889
7.67; 6.84584263572242
7.68; 6.90755406815515
7.69; 6.969594675676035
7.7; 7.031954171563257
7.71; 7.094622269095225
7.72; 7.157588681551033
7.73; 7.220843122208862
7.74; 7.284375304348032
7.75; 7.348174941245816
7.76; 7.412231746181078
7.77; 7.476535432432684
7.78; 7.5410757132785875
7.79; 7.6058423019972
7.8; 7.6708249118678395
7.8100000000000005; 7.736013256168917
7.82; 7.801397048178842
7.83; 7.866966001175115
7.84; 7.932709828437055
7.85; 7.998618243243072
7.86; 8.064680958871804
7.87; 8.13088768860166
7.88; 8.197228145711051
7.89; 8.263692043478386
7.9; 8.330269095181848
7.91; 8.396949014100755
7.92; 8.463721513513974
7.93; 8.530576306698094
7.94; 8.59750310693289
7.95; 8.664491627497227
7.96; 8.731531581668605
7.97; 8.798612682726343
7.98; 8.86572464394817
7.99; 8.932857178613403
8; 9
